1.2521160563138833, 5.008571367347372, 9.22, 0.73
2.8479975143034677, -0.469818072728053, 0.98, -1.98
3.166048813937043, 13.994257183877256, 14.94, 12.92
3.769848072513768, 10.281033706902086, 11.22, 9.40
4.180952278912293, 11.159813144191823, 12.98, 9.08
4.473128763365977, 15.498210727066233, 16.44, 14.55
4.681412989907215, 17.006771380204427, 17.70, 16.25
5.099267148091799, 20.527031949771782, 21.85, 18.95
8.277369447361092, 24.2243983971543, 26.93, 21.71
10.074303040692566, 27.42441125420532, 28.12, 26.67
10.716352026056956, 28.679580860136706, 30.13, 27.42
11.033760473139477, 32.89208648509653, 33.84, 31.89
12.635909743501834, 29.86650095356461, 30.18, 29.61
13.410386354383185, 22.945014678466574, 23.64, 22.25
