323.9570918	0.017857143
324.9106079	0.084821429
329.6781883	0.098214286
330.6317044	0.111607143
334.4457688	0.098214286
338.2598331	0.084821429
341.1203814	0.084821429
343.9809297	0.111607143
345.8879619	0.151785714
347.794994	0.191964286
348.7485101	0.21875
349.7020262	0.272321429
350.6555423	0.3125
351.6090584	0.379464286
352.5625745	0.419642857
353.5160906	0.459821429
354.4696067	0.5
355.4231228	0.566964286
357.3301549	0.620535714
358.283671	0.6875
359.2371871	0.754464286
361.1442193	0.821428571
362.0977354	0.888392857
363.0512515	0.941964286
364.9582837	1.022321429
365.9117998	1.089285714
366.8653159	1.15625
368.772348	1.209821429
369.7258641	1.25
371.6328963	1.397321429
373.5399285	1.477678571
376.4004768	1.558035714
378.3075089	1.611607143
379.261025	1.665178571
381.1680572	1.71875
382.1215733	1.772321429
384.0286055	1.852678571
386.8891538	1.946428571
388.7961859	2.013392857
391.6567342	2.080357143
392.6102503	2.160714286
393.5637664	2.227678571
395.4707986	2.334821429
398.3313468	2.428571429
400.238379	2.522321429
404.0524434	2.616071429
405.9594756	2.723214286
408.8200238	2.803571429
411.6805721	2.870535714
414.5411204	2.964285714
418.3551847	3.017857143
419.3087008	3.084821429
421.215733	3.151785714
423.1227652	3.205357143
425.0297974	3.285714286
426.9368296	3.379464286
428.8438617	3.473214286
430.7508939	3.566964286
432.6579261	3.700892857
434.5649583	3.794642857
437.4255066	3.901785714
440.2860548	4.008928571
443.1466031	4.116071429
446.0071514	4.223214286
449.8212157	4.330357143
453.6352801	4.410714286
454.5887962	4.477678571
456.4958284	4.544642857
459.3563766	4.638392857
462.2169249	4.732142857
465.0774732	4.839285714
467.9380215	4.946428571
469.8450536	5.066964286
472.7056019	5.174107143
476.5196663	5.28125
478.4266985	5.375
482.2407628	5.441964286
486.0548272	5.508928571
490.8224076	5.5625
494.636472	5.575892857
498.4505364	5.5625
503.2181168	5.602678571
506.0786651	5.642857143
510.8462455	5.696428571
515.613826	5.763392857
518.4743743	5.84375
522.2884386	5.897321429
526.102503	5.950892857
530.8700834	6.017857143
536.59118	6.084821429
540.4052443	6.151785714
544.2193087	6.232142857
548.9868892	6.325892857
552.8009535	6.392857143
557.568534	6.459821429
561.3825983	6.513392857
566.1501788	6.566964286
572.8247914	6.59375
577.5923719	6.607142857
582.3599523	6.647321429
588.0810489	6.714285714
593.8021454	6.767857143
600.476758	6.834821429
605.2443385	6.875
610.965435	6.888392857
618.5935638	6.888392857
624.3146603	6.888392857
625.2681764	6.875
629.0822408	6.875
632.8963051	6.888392857
637.6638856	6.928571429
641.4779499	6.995535714
645.2920143	7.075892857
650.0595948	7.142857143
654.8271752	7.236607143
659.5947557	7.303571429
665.3158522	7.383928571
669.1299166	7.464285714
672.9439809	7.53125
678.6650775	7.598214286
685.3396901	7.665178571
691.0607867	7.732142857
696.7818832	7.785714286
703.4564958	7.8125
709.1775924	7.839285714
713.9451728	7.825892857
719.6662694	7.785714286
723.4803337	7.705357143
728.2479142	7.638392857
733.9690107	7.558035714
739.6901073	7.544642857
745.4112038	7.517857143
749.2252682	7.464285714
752.0858164	7.464285714
754.9463647	7.504464286
759.7139452	7.53125
763.5280095	7.544642857
770.2026222	7.53125
773.0631704	7.504464286
776.8772348	7.491071429
781.6448153	7.424107143
785.4588796	7.370535714
787.3659118	7.303571429
790.2264601	7.223214286
794.0405244	7.116071429
796.9010727	7.035714286
798.8081049	6.941964286
801.6686532	6.848214286
805.4827175	6.741071429
808.3432658	6.660714286
812.1573302	6.566964286
816.9249106	6.5
819.7854589	6.40625
823.5995232	6.339285714
826.4600715	6.3125
831.227652	6.299107143
834.0882002	6.258928571
837.9022646	6.258928571
840.7628129	6.205357143
843.6233611	6.151785714
846.4839094	6.098214286
849.3444577	6.017857143
852.205006	5.9375
854.1120381	5.870535714
856.0190703	5.736607143
856.9725864	5.5625
858.8796186	5.46875
859.8331347	5.28125
861.7401669	5.174107143
862.693683	5
863.647199	4.892857143
864.6007151	4.785714286
865.5542312	4.584821429
866.5077473	4.491071429
867.4612634	4.410714286
868.4147795	4.290178571
869.3682956	4.169642857
870.3218117	4.035714286
871.2753278	3.915178571
873.18236	3.674107143
874.135876	3.540178571
875.0893921	3.379464286
876.0429082	3.138392857
877.9499404	3.004464286
878.9034565	2.75
879.8569726	2.642857143
881.7640048	2.535714286
882.7175209	2.428571429
884.624553	2.321428571
886.5315852	2.080357143
887.4851013	1.973214286
888.4386174	1.866071429
890.3456496	1.745535714
891.2991657	1.625
893.2061979	1.53125
894.1597139	1.4375
896.0667461	1.34375
897.0202622	1.25
898.9272944	1.169642857
900.8343266	1.0625
903.6948749	0.982142857
906.5554231	0.875
909.4159714	0.78125
913.2300358	0.674107143
917.0441001	0.580357143
920.8581645	0.486607143
925.6257449	0.419642857
931.3468415	0.339285714
938.9749702	0.272321429
946.6030989	0.232142857
953.2777116	0.191964286
961.8593564	0.151785714
969.4874851	0.125
977.1156138	0.111607143
985.6972586	0.098214286
992.3718713	0.084821429
999.0464839	0.084821429
1005.721097	0.071428571
1012.395709	0.058035714
1019.070322	0.058035714
1027.651967	0.044642857
1034.326579	0.03125
1041.001192	0.017857143
1047.675805	0.017857143
1055.303933	0.017857143
1061.978546	0.017857143
