0.25247 50.9606 9.00865 3.26912 1.59252 0.91161 0.161150502
0.25551 54.96157 9.71592 3.52579 1.71755 0.98318 0.173801669
0.2586 59.18939 10.4633 3.797 1.84967 1.05881 0.187171345
0.26172 63.64972 11.25179 4.08313 1.98905 1.1386 0.201278682
0.26488 68.34776 12.08229 4.38451 2.13587 1.22264 0.21613243
0.26808 73.28831 12.95566 4.70145 2.29026 1.31102 0.231757056
0.27131 78.47593 13.87271 5.03423 2.45237 1.40382 0.248163483
0.27459 83.91416 14.83407 5.3831 2.62232 1.5011 0.265357543
0.2779 89.60631 15.84031 5.74825 2.8002 1.60293 0.283361759
0.279785 92.95370988 16.43204807 5.962982448 2.904803433 1.662805478 0.293944689
0.279885 0.1 0.1 0.1 0.1 0.1 0.1
0.279985 93.30887167 16.49483196 5.985765731 2.91590194 1.669158313 0.295067547
0.28125 95.55527 16.89194 6.12987 2.9861 1.70934 0.302169619
0.28465 101.76278 17.98929 6.52809 3.18009 1.82039 0.321802672
0.28506 102.5358954 18.12595866 6.577684461 3.204248921 1.834220029 0.324247859
0.28516 0.1 0.1 0.1 0.1 0.1 0.1
0.28526 102.9130248 18.1926263 6.60187688 3.216033761 1.840966385 0.325440633
0.28808 108.23055 19.13264 6.94299 3.3822 1.93609 0.342258748
0.28801 108.0952066 19.10871448 6.934307586 3.377970431 1.933668966 0.341830827
0.28811 59.32086049 10.48654627 3.805433246 1.85377427 1.061165528 0.187591101
0.28821 108.481902 19.1770731 6.959114483 3.390054914 1.940586207 0.343053458
0.29156 114.95905 20.32208 7.37463 3.59247 2.05645 0.363532531
0.29508 121.9485 21.55765 7.823 3.81089 2.18148 0.385634425
0.29864 129.19814 22.83921 8.28806 4.03744 2.31117 0.408563457
0.30225 136.70647 24.16652 8.76972 4.27208 2.44548 0.432303165
0.30589 144.47125 25.53915 9.26784 4.51473 2.58438 0.456856918
0.30959 152.48944 26.95658 9.7822 4.7653 2.72781 0.482209453
0.31332 160.75742 28.41817 10.31259 5.02367 2.87572 0.508362195
0.3171 169.2706 29.92309 10.85871 5.28971 3.028 0.535276159
0.32093 178.02348 31.47041 11.42021 5.56323 3.18458 0.562960255
0.32481 187.00972 33.05897 11.99668 5.84405 3.34533 0.591376698
0.32873 196.22253 34.68757 12.58768 6.13195 3.51014 0.620514793
0.33269 205.65416 36.35486 13.19272 6.42669 3.67885 0.650333835
0.33671 215.29601 38.05932 13.81125 6.728 3.85133 0.68082433
0.34077 225.13861 39.79926 14.44265 7.03558 4.0274 0.711949916
0.34489 235.17195 41.57292 15.08629 7.34912 4.20688 0.743677375
0.34905 245.38536 43.37841 15.74148 7.66829 4.38959 0.775979776
0.35326 255.76727 45.2137 16.40748 7.99273 4.5753 0.808803324
0.35753 266.30563 47.07663 17.08351 8.32205 4.76382 0.842132689
0.3580209 267.5222545 47.29170001 17.16155741 8.360069123 4.785583613 0.845980097
0.3581209 185.3504293 32.76563632 11.89023335 5.792199994 3.315649305 0.586129832
0.3582209 268.0179255 47.37932275 17.19335508 8.375558682 4.794450434 0.847547588
0.36184 276.98734 48.9649 17.76875 8.65585 4.9549 0.87591213
0.36621 287.79929 50.87622 18.46234 8.99373 5.14831 0.910100425
0.37063 298.7276 52.80808 19.16339 9.33524 5.3438 0.94465755
0.3733874 305.5316356 54.01088009 19.5998673 9.547862065 5.465514227 0.966175027
0.3734874 178.7337744 31.5959702 11.46577916 5.585429544 3.197285887 0.565205331
0.3735874 306.0251466 54.0981217 19.63152591 9.563283989 5.474342415 0.967735735
0.3751 309.75757 54.75793 19.87096 9.67992 5.54111 0.979539367
0.37963 320.87445 56.72313 20.58411 10.02733 5.73998 1.014695449
0.3819436 326.5261252 57.72221118 20.94666324 10.20394154 5.841076238 1.032565752
0.3820436 249.6046658 44.12428936 16.01214872 7.8001459 4.465063496 0.789318862
0.3821436 327.0146863 57.80857712 20.97800429 10.21920878 5.849815539 1.034110557
0.38421 332.0625 58.70091 21.30182 10.37695 5.94011 1.050071482
0.38885 343.30646 60.68858 22.02312 10.72833 6.14125 1.085627441
0.3932682 353.936084 62.56764329 22.70501123 11.06050516 6.331402168 1.119244115
0.3933682 0.1 0.1 0.1 0.1 0.1 0.1
0.3934682 354.4172584 62.65270341 22.73587861 11.07554183 6.340009844 1.120765851
0.39354 354.59 62.68324 22.74696 11.08094 6.3431 1.121312155
0.3967492 362.229004 64.03364434 23.23700146 11.31965719 6.479751114 1.145469668
0.3968492 0.1 0.1 0.1 0.1 0.1 0.1
0.3969492 362.7050731 64.11780265 23.26754125 11.33453424 6.488267325 1.146975185
0.39829 365.89664 64.682 23.47228 11.43427 6.54536 1.157068166
0.4031 377.20981 66.6819 24.19802 11.78781 6.74774 1.192845274
0.4044825 380.4251039 67.25028956 24.4042799 11.88828589 6.805255983 1.203012884
0.4045825 324.0076705 57.27700259 20.78510014 10.12524089 5.796029536 1.024604838
0.4046825 380.8902459 67.3325159 24.43411858 11.90282128 6.813576559 1.204483786
0.40796 388.51276 68.68 24.9231 12.14102 6.94993 1.228588192
0.4100748 393.3496808 69.53506126 25.23339221 12.29217458 7.036456634 1.243884471
0.4101748 230.3229767 40.71573736 14.77522492 7.197591298 4.120144789 0.72834729
0.4102748 393.8071161 69.61592576 25.26273703 12.30646951 7.044639596 1.245331065
0.41289 399.78854 70.67331 25.64645 12.49339 7.15164 1.264246721
0.41787 411.01999 72.65874 26.36694 12.84437 7.35255 1.299761458
0.42291 422.19046 74.63342 27.08353 13.19345 7.55237 1.335082203
0.422574 421.4611039 74.50448542 27.03674184 13.17065723 7.539322548 1.332775656
0.422674 346.6763223 61.28428166 22.23929596 10.83363321 6.201532215 1.096285656
0.422774 421.8952445 74.5812322 27.06459193 13.18422436 7.547088888 1.334148601
0.42802 433.28275 76.5943 27.7951 13.54009 7.7508 1.370160928
0.43318 444.27969 78.53828 28.50055 13.88374 7.94752 1.40493823
0.4339475 445.8770732 78.82066277 28.60302372 13.93365832 7.976095067 1.409989721
0.4340475 266.107606 47.04161558 17.07080858 8.315862556 4.760279663 0.841507697
0.4341475 446.2933294 78.89424785 28.62972697 13.94666635 7.983541338 1.41130607
0.4382557 454.8436483 80.40575911 29.17823844 14.2138643 8.136495202 1.438345203
0.4383557 397.7749239 70.31733833 25.51727746 12.43046663 7.115618238 1.257877637
0.4384557 455.2599045 80.47934419 29.20494169 14.22687233 8.143941473 1.439661553
0.43841 455.16479 80.46253 29.19884 14.2239 8.14224 1.439360767
0.4437 465.92142 82.36404 29.88887 14.56004 8.33466 1.473377367
0.44906 476.53302 84.23994 30.5696 14.89166 8.52448 1.506927427
0.45448 486.98398 86.08741 31.24004 15.21825 8.71143 1.539975268
0.45997 497.25809 87.90363 31.89912 15.53932 8.89522 1.572464402
0.46552 507.33997 89.68588 32.54588 15.85437 9.07557 1.604348746
0.47114 517.21503 91.43155 33.17936 16.16297 9.25222 1.63557473
0.47682 526.86853 93.13808 33.79863 16.46464 9.42491 1.666104503
0.48258 536.28656 94.80297 34.4028 16.75896 9.59339 1.69588861
0.4860342 541.7283019 95.76494689 34.75188786 16.9290111 9.69073078 1.713095012
0.4861342 307.7127906 54.39645472 19.73978534 9.616025649 5.504533916 0.973073116
0.4862342 542.0433817 95.82064586 34.77210023 16.93885715 9.696366863 1.714091272
0.4884 545.45538 96.42381 34.99098 17.04548 9.7574 1.724879768
0.4943 554.3623 97.99834 35.56236 17.32382 9.91673 1.753044988
0.50026 562.99524 99.52444 36.11617 17.5936 10.07117 1.780351277
0.5063 571.34216 100.99997 36.65162 17.85444 10.22048 1.806743868
0.51241 579.39215 102.42303 37.16802 18.106 10.36448 1.832198973
0.5166327 584.6742224 103.356772 37.50686609 18.27106732 10.45896888 1.848901764
0.5167327 533.7574912 94.35588092 34.2405565 16.67991966 9.54814284 1.687888963
0.5168327 584.9243975 103.4009969 37.52291488 18.27888542 10.46344416 1.84969286
0.5171698 585.3460677 103.4755379 37.54996511 18.29206281 10.47098725 1.851026251
0.5172698 511.7916201 90.47282642 32.83144543 15.99348655 9.155205486 1.618426732
0.5173698 585.5962428 103.5197628 37.5660139 18.29988091 10.47546254 1.851817346
0.5182619 586.712149 103.7170278 37.63759952 18.33475351 10.49542453 1.855346027
0.5183619 496.1634958 87.71013724 31.82890108 15.50510828 8.875641208 1.569006151
0.5184619 586.9623241 103.7612527 37.65364831 18.34257161 10.49989982 1.856137122
0.5186 587.13507 103.79179 37.66473 18.34797 10.50299 1.856683374
0.52486 594.56079 105.1045 38.14109 18.58002 10.63583 1.88017014
0.53119 601.66071 106.35959 38.59655 18.8019 10.76283 1.902614452
0.5376 608.42651 107.55562 39.03057 19.01333 10.88386 1.924009959
0.54409 614.85052 108.69125 39.44268 19.21408 10.99878 1.94432733
0.55066 620.92627 109.76529 39.83244 19.40395 11.10747 1.963542325
0.5573 626.64746 110.77666 40.19945 19.58273 11.20981 1.981633848
0.56403 632.00903 111.72447 40.5434 19.75028 11.30572 1.998587833
0.57084 637.00665 112.60793 40.86399 19.90646 11.39512 2.014390215
0.57773 641.63611 113.42632 41.16097 20.05113 11.47793 2.029026929
0.5847 645.89447 114.17909 41.43415 20.1842 11.55411 2.042497231
0.5888973 648.204287 114.5874171 41.58232182 20.25638048 11.59542903 2.049801753
0.5889973 605.834203 107.0973734 38.86427984 18.93231559 10.83749004 1.915815795
0.5890973 648.314349 114.6068738 41.58938216 20.25981986 11.59739787 2.050149811
0.589494 648.5326571 114.6454661 41.60338635 20.26664186 11.60130306 2.050840185
0.589594 617.1836598 109.1036936 39.59234738 19.28698587 11.04051523 1.951705958
0.589694 648.6427191 114.6649227 41.61044669 20.27008124 11.6032719 2.051188243
0.59176 649.77966 114.86591 41.68338 20.30561 11.62361 2.054783683
0.5989 653.28992 115.48645 41.90857 20.41531 11.68641 2.065887487
0.60613 656.42456 116.04058 42.10965 20.51327 11.74248 2.075796294
0.61344 659.18347 116.52826 42.28663 20.59948 11.79183 2.084520508
0.62085 661.56677 116.94958 42.43953 20.67396 11.83447 2.0920611
0.62834 663.57581 117.30473 42.56841 20.73674 11.87041 2.098415899
0.63593 665.21283 117.59412 42.67342 20.7879 11.89969 2.103588794
0.6436 666.48022 117.81816 42.75472 20.82751 11.92236 2.107594078
0.65137 667.38031 117.97731 42.81248 20.85563 11.93847 2.110449184
0.6561808 667.709354 118.0354619 42.83357775 20.86591263 11.94435191 2.111486655
0.6562808 459.139459 81.16516236 29.45381189 14.34810487 8.213338992 1.451929398
0.6563808 667.7230334 118.0378795 42.83445484 20.86634011 11.94459644 2.111529786
0.65923 667.91791 118.07232 42.84695 20.87243 11.94808 2.112144229
0.66719 668.09637 118.10389 42.85841 20.87801 11.95127 2.112705852
0.67524 667.92065 118.07281 42.84713 20.87252 11.94813 2.112152234
0.68339 667.39618 117.98008 42.81348 20.85613 11.93875 2.110495268
0.69164 666.52856 117.82671 42.75783 20.82902 11.92323 2.107750963
0.69999 665.32404 117.61378 42.68056 20.79138 11.90168 2.103939444
0.70844 663.78906 117.34245 42.58209 20.74341 11.87422 2.099084953
0.71699 661.93103 117.01398 42.46289 20.68534 11.84098 2.093209559
0.72564 659.7569 116.62965 42.32342 20.6174 11.80209 2.086335331
0.7344 657.27454 116.19083 42.16418 20.53983 11.75768 2.078481196
0.74326 654.49188 115.69892 41.98568 20.45287 11.70791 2.069687857
0.75223 651.41779 115.15549 41.78847 20.35681 11.65292 2.059965783
0.76131 648.06 114.56191 41.57308 20.25187 11.59285 2.049347444
0.7705 644.42822 113.9199 41.34009 20.13838 11.52788 2.037859773
0.7798 640.53058 113.23088 41.09006 20.01658 11.45816 2.025536213
0.78921 636.37701 112.49662 40.82361 19.88678 11.38386 2.012402724
0.79874 631.97644 111.71873 40.54131 19.74926 11.30514 1.998487434
0.80838 627.33826 110.8988 40.24377 19.60432 11.22217 1.983819447
0.81814 622.4726 110.03865 39.93164 19.45227 11.13513 1.968431979
0.82801 617.38849 109.1399 39.60549 19.29339 11.04418 1.95235316
0.838 612.09583 108.20428 39.26597 19.12799 10.9495 1.935616209
0.84812 606.60449 107.23355 38.9137 18.95639 10.85127 1.918251199
0.8497062 605.7245982 107.0780033 38.85725359 18.92889328 10.83553037 1.915469025
0.8498062 559.3939185 98.887818 35.8851389 17.48105957 10.00674203 1.768958578
0.8499062 605.6136549 107.0583908 38.8501364 18.92542629 10.8335458 1.915118228
0.8541144 603.2792956 106.6457242 38.70038366 18.85247731 10.79178846 1.907737102
0.8542144 476.1563237 84.17334444 30.54544146 14.87988458 8.517743532 1.50573887
0.8543144 603.1683523 106.6261117 38.69326647 18.84901032 10.78980389 1.907386304
0.85836 600.92419 106.22939 38.5493 18.77888 10.74966 1.900290376
0.866117 596.5368802 105.4538248 38.26786166 18.64177727 10.67117653 1.886415621
0.866217 503.566552 89.01883638 32.30381187 15.73645455 9.008072676 1.592417571
0.866317 596.4237615 105.4338282 38.26060529 18.63824233 10.66915298 1.886057886
0.86872 595.06464 105.19357 38.17342 18.59577 10.64484 1.881759698
0.8792 589.03546 104.12775 37.78664 18.40736 10.53699 1.862695527
0.88981 582.84656 103.03368 37.38962 18.21395 10.42628 1.843126965
0.90055 576.50696 101.91299 36.98294 18.01584 10.31287 1.823075854
0.91142 570.02686 100.76745 36.56724 17.81334 10.19695 1.802582672
0.92242 563.41534 99.5987 36.14311 17.60673 10.07868 1.781675548
0.93356 556.6817 98.40836 35.71115 17.3963 9.95823 1.760386727
0.94482 549.83496 97.19801 35.27193 17.18234 9.83575 1.738733937
0.95623 542.88477 95.96937 34.82607 16.96515 9.71142 1.716753539
0.96777 535.83917 94.72388 34.3741 16.74497 9.58538 1.694471719
0.97945 528.70752 93.46317 33.91661 16.52211 9.45781 1.671921693
0.99127 521.49811 92.18872 33.45412 16.29682 9.32884 1.649119245
1.00324 514.21924 90.90197 32.98718 16.06935 9.19863 1.626101934
1.004827 513.2565396 90.7317872 32.9254234 16.0392652 9.181409083 1.623058021
1.004927 472.3973297 83.50883173 30.30430379 14.76241503 8.450497557 1.493849988
1.005027 513.1352163 90.7103401 32.91764059 16.0354738 9.179238835 1.622674415
1.01534 506.87918 89.60442 32.51632 15.83997 9.06733 1.602893776
1.0276 499.48596 88.29748 32.04204 15.60894 8.93508 1.579514667
1.04 492.04736 86.98251 31.56486 15.37648 8.80201 1.555989822
1.05255 484.57083 85.66081 31.08523 15.14284 8.66827 1.532349541
1.06526 477.06375 84.33375 30.60365 14.90824 8.53398 1.508611778
1.07812 469.53314 83.00252 30.12057 14.67291 8.39926 1.484791343
1.09113 461.98618 81.66838 29.63642 14.43707 8.26426 1.460927969
1.09371 460.5057928 81.40668337 29.54145563 14.39080827 8.237778269 1.456246632
1.09381 414.1946079 73.21994603 26.57059221 12.94358351 7.409338586 1.309797861
1.09391 460.3910342 81.38639681 29.53409405 14.38722209 8.235725421 1.455883737
1.1043 454.42932 80.33251 29.15166 14.20092 8.12908 1.437031376
1.11763 446.86914 78.99605 28.66666 13.96466 7.99384 1.413125807
1.13112 439.31155 77.66004 28.18185 13.72849 7.85864 1.389220983
1.14477 431.76291 76.32562 27.6976 13.49259 7.72361 1.365354692
1.15858 424.22879 74.99377 27.21429 13.25715 7.58884 1.341532539
1.17257 416.715 73.6655 26.73228 13.02234 7.45442 1.31776642
1.18672 409.22617 72.34165 26.25187 12.78832 7.32046 1.294085889
1.20104 401.76813 71.02325 25.77344 12.55525 7.18705 1.270505983
1.21554 394.34525 69.71106 25.29726 12.32329 7.05426 1.247027221
1.23021 386.96219 68.4059 24.82364 12.09257 6.92219 1.22368133
1.24506 379.62369 67.10861 24.35287 11.86324 6.79091 1.200471973
1.26009 372.33316 65.81982 23.88518 11.63541 6.6605 1.177422644
1.2753 365.09546 64.54037 23.42088 11.40923 6.53103 1.154537005
1.281723 362.0981476 64.01051632 23.22860735 11.31556438 6.47740901 1.145056053
1.281823 302.7759081 53.52372647 19.42308385 9.461744844 5.416220459 0.957462469
1.281923 362.004817 63.99401769 23.22262034 11.31264781 6.475739354 1.144760835
1.29069 357.91367 63.2708 22.96018 11.1848 6.40255 1.131819919
1.30627 350.79153 62.01177 22.50329 10.96224 6.27515 1.109298995
1.32203 343.73233 60.76387 22.05044 10.74164 6.14887 1.08697498
1.33799 336.73929 59.52766 21.60184 10.5231 6.02378 1.064867252
1.35414 329.81525 58.30365 21.15766 10.30673 5.89991 1.042963012
1.37048 322.96292 57.09231 20.71808 10.09259 5.77734 1.021301472
1.38702 316.18481 55.8941 20.28326 9.88078 5.65609 0.999865715
1.40377 309.48334 54.70943 19.85336 9.67135 5.53621 0.978676321
1.42071 302.86057 53.53869 19.42851 9.46439 5.41773 0.957726776
1.43786 296.3186 52.38223 19.00885 9.25996 5.30071 0.937041773
1.45521 289.85934 51.24038 18.59448 9.0581 5.18516 0.916615998
1.47277 283.48428 50.11342 18.18553 8.85888 5.07112 0.896456484
1.49055 277.19504 49.00163 17.78207 8.66234 4.95862 0.876572434
1.50854 270.9928 47.90521 17.3842 8.46852 4.84767 0.856958533
1.52675 264.87894 46.82442 16.99199 8.27747 4.7383 0.837620843
1.54518 258.85452 45.75945 16.60553 8.0892 4.63053 0.818570737
1.56383 252.92041 44.71044 16.22485 7.90376 4.52438 0.799807016
1.5827 247.07736 43.67753 15.85002 7.72117 4.41986 0.781330654
1.6018 241.32614 42.66084 15.48108 7.54144 4.31697 0.763138506
1.62114 235.66718 41.66047 15.11806 7.3646 4.21574 0.745242919
1.6407 230.10089 40.67647 14.76098 7.19065 4.11617 0.727643894
1.66051 224.62787 39.70897 14.40988 7.01962 4.01827 0.71033926
1.68055 219.24802 38.75793 14.06477 6.8515 3.92203 0.6933249
1.70083 213.9615 37.82341 13.72564 6.6863 3.82746 0.67660493
1.72136 208.76843 36.9054 13.3925 6.52401 3.73456 0.660182494
1.74214 203.66844 36.00384 13.06534 6.36464 3.64333 0.644054448
1.76316 198.66168 35.11876 12.74415 6.20818 3.55377 0.628223937
1.78444 193.74779 34.25009 12.42893 6.05462 3.46587 0.612686843
1.80598 188.92648 33.39779 12.11964 5.90395 3.37962 0.597439052
1.82778 184.19727 32.56178 11.81626 5.75616 3.29502 0.582483706
1.84984 179.55951 31.74193 11.51875 5.61123 3.21206 0.567819834
1.87217 175.01295 30.93821 11.22709 5.46915 3.13073 0.55344332
1.89476 170.55687 30.15048 10.94123 5.3299 3.05101 0.539345933
1.91763 166.19066 29.37863 10.66113 5.19346 2.97291 0.525541218
1.94078 161.91336 28.6225 10.38675 5.05979 2.89639 0.512012713
1.9642 157.7245 27.88201 10.11803 4.92889 2.82146 0.498767676
1.98791 153.62305 27.15696 9.85492 4.80072 2.74809 0.485796905
2.0119 149.60822 26.44723 9.59737 4.67525 2.67627 0.473102571
2.03619 145.67906 25.75264 9.34531 4.55247 2.60598 0.460673298
2.0633 141.4373767 25.00279527 9.073194892 4.419910155 2.530100688 0.447260906
2.0634 139.8436871 24.72106852 8.970959852 4.370107445 2.501591993 0.442221255
2.0635 141.4060843 24.99726341 9.071187403 4.418932214 2.529540899 0.447161958
2.06076 141.83479 25.07305 9.09869 4.43233 2.53721 0.448517544
2.08564 138.07422 24.40825 8.85745 4.31481 2.46994 0.436627079
2.11081 134.39645 23.7581 8.62151 4.19988 2.40415 0.424996815
2.13629 130.80032 23.12237 8.39081 4.0875 2.33982 0.413624806
2.16207 127.28498 22.50091 8.16529 3.97764 2.27693 0.402505965
2.1655 126.8334645 22.42108693 8.136324241 3.963528375 2.268853073 0.401078723
2.1656 125.5596245 22.19590286 8.054607834 3.923721051 2.24606606 0.397050526
2.1657 126.8071371 22.41643253 8.134635276 3.96270554 2.268382115 0.400995502
2.18817 123.84925 21.89351 7.94488 3.87026 2.21547 0.391645607
2.21458 120.49199 21.29998 7.7295 3.76534 2.15541 0.381028241
2.2413 117.2121 20.72012 7.51907 3.66283 2.09673 0.370655066
2.26836 114.00842 20.15371 7.31353 3.56271 2.03941 0.36051785
2.29574 110.87988 19.60057 7.1128 3.46492 1.98344 0.350628196
2.32344 107.82531 19.06047 6.9168 3.36945 1.92878 0.340960209
2.35149 104.84359 18.53322 6.72547 3.27624 1.87543 0.331532752
2.37987 101.93349 18.0186 6.53872 3.18527 1.82335 0.322323073
2.40859 99.09386 17.51638 6.35647 3.09649 1.77253 0.313339631
2.43766 96.32359 17.02637 6.17866 3.00987 1.72295 0.304577339
2.46709 93.6216 16.54835 6.00519 2.92536 1.67458 0.296030135
2.49686 90.98672 16.08211 5.83599 2.84294 1.6274 0.287689789
2.527 88.41785 15.62743 5.671 2.76256 1.58138 0.279550241
2.5575 85.91388 15.18409 5.51011 2.68419 1.53652 0.27162092
2.58837 83.47389 14.7519 5.35328 2.60779 1.49279 0.263892623
2.61961 81.09666 14.3306 5.2004 2.53332 1.45016 0.256356147
2.65123 78.78142 13.92003 5.0514 2.46074 1.40861 0.249009547
2.68323 76.52711 13.51995 4.90622 2.39001 1.36812 0.241850878
2.71561 74.33292 13.13017 4.76477 2.32111 1.32868 0.234879168
2.74839 72.19797 12.75045 4.62698 2.25398 1.29025 0.228084242
2.78156 70.12167 12.38063 4.49277 2.1886 1.25283 0.221472386
2.81513 68.10318 12.02045 4.36206 2.12493 1.21638 0.215027137
2.84911 66.14205 11.66975 4.2348 2.06294 1.18089 0.208750667
2.8835 64.23778 11.32831 4.11089 2.00258 1.14634 0.202644175
2.9183 62.39002 10.99593 3.99027 1.94382 1.11271 0.196702572
2.95353 60.59854 10.67241 3.87286 1.88662 1.07997 0.190916655
2.98917 58.86334 10.35757 3.75861 1.83097 1.04811 0.185282308
3.02525 57.18442 10.05121 3.64743 1.7768 1.0171 0.179799758
3.06177 55.56212 9.75314 3.53925 1.72411 0.98694 0.174469006
3.09872 53.99693 9.46318 3.43402 1.67284 0.95759 0.169279874
3.13612 52.48948 9.18115 3.33165 1.62298 0.92905 0.164235507
3.17397 51.04071 8.90684 3.23209 1.57448 0.90128 0.159322586
3.21228 49.65192 8.64011 3.13527 1.52731 0.87428 0.154550539
3.25105 48.32446 8.38076 3.04112 1.48145 0.84803 0.149911137
3.29029 47.0602 8.12864 2.94958 1.43686 0.82251 0.145402435
3.33 45.86134 7.88358 2.8606 1.39351 0.79769 0.141012085
3.3702 44.73036 7.64541 2.7741 1.35137 0.77357 0.136749518
3.41087 43.67012 7.41397 2.69003 1.31042 0.75013 0.132606502
3.45204 42.68411 7.18913 2.60833 1.27062 0.72734 0.128573835
3.49371 41.776 6.97072 2.52894 1.23194 0.7052 0.124660946
3.53588 40.9502 6.75861 2.4518 1.19436 0.68369 0.120859603
3.57855 40.21151 6.55266 2.37685 1.15785 0.66279 0.11716472
3.62174 39.56531 6.35275 2.30405 1.12239 0.64249 0.113575323
3.66546 39.01759 6.15874 2.23334 1.08794 0.62277 0.110089468
3.7097 38.57498 5.97055 2.16466 1.05448 0.60362 0.106706183
3.75447 38.24469 5.78805 2.09797 1.02198 0.58502 0.10342038
3.79979 38.0347 5.61116 2.03321 0.99043 0.56695 0.100220684
3.84565 37.9536 5.43979 1.97033 0.95979 0.54942 0.097126928
3.89207 38.01084 5.27389 1.90929 0.93005 0.53239 0.094113219
3.93904 38.21653 5.11338 1.85004 0.90117 0.51586 0.091192131
3.98659 38.58159 4.95823 1.79253 0.87314 0.49981 0.088352289
4.0347 39.1178 4.80843 1.73672 0.84593 0.48424 0.085603122
4.0834 39.83763 4.66397 1.68257 0.81953 0.46912 0.082925999
4.13269 40.75453 4.52486 1.63004 0.7939 0.45445 0.080333491
4.18257 41.88263 4.39117 1.57908 0.76904 0.44022 0.07781834
4.23305 43.23712 4.26293 1.52966 0.74491 0.4264 0.075371342
