fileName,SPCBRRA,SPCBRDEC,TARGET,TRGFOVN,TRGFOV00
20150127_028463_lor_0284635147_0x633_sci.fit,270.692924,-14.633002,PLUTO,6.000000,PLUTO;X=127;Y=127
20150127_028463_lor_0284635157_0x633_sci.fit,270.692914,-14.633723,PLUTO,6.000000,PLUTO;X=127;Y=127
20150127_028463_lor_0284635167_0x633_sci.fit,270.692317,-14.633641,PLUTO,6.000000,PLUTO;X=127;Y=127
20150127_028463_lor_0284635177_0x633_sci.fit,270.691692,-14.633542,PLUTO,6.000000,PLUTO;X=127;Y=127
20150127_028463_lor_0284635187_0x633_sci.fit,270.691901,-14.633396,PLUTO,6.000000,PLUTO;X=127;Y=127
20150130_028488_lor_0284888347_0x633_sci.fit,270.689157,-14.645250,PLUTO,6.000000,PLUTO;X=126;Y=127
20150130_028488_lor_0284888357_0x633_sci.fit,270.689446,-14.645319,PLUTO,6.000000,PLUTO;X=126;Y=127
20150130_028488_lor_0284888367_0x633_sci.fit,270.688763,-14.645319,PLUTO,6.000000,PLUTO;X=126;Y=127
20150130_028488_lor_0284888377_0x633_sci.fit,270.689278,-14.645545,PLUTO,6.000000,PLUTO;X=126;Y=127
20150130_028488_lor_0284888387_0x633_sci.fit,270.688434,-14.645521,PLUTO,6.000000,PLUTO;X=126;Y=127
20150131_028497_lor_0284974507_0x633_sci.fit,270.694127,-14.630613,PLUTO,6.000000,PLUTO;X=127;Y=127
20150131_028497_lor_0284974517_0x633_sci.fit,270.694087,-14.630383,PLUTO,6.000000,PLUTO;X=127;Y=127
20150131_028497_lor_0284974527_0x633_sci.fit,270.693142,-14.629621,PLUTO,6.000000,PLUTO;X=127;Y=127
20150131_028497_lor_0284974537_0x633_sci.fit,270.694078,-14.630116,PLUTO,6.000000,PLUTO;X=127;Y=127
20150131_028497_lor_0284974547_0x633_sci.fit,270.693838,-14.630974,PLUTO,6.000000,PLUTO;X=127;Y=127
20150202_028514_lor_0285146227_0x633_sci.fit,270.678877,-14.618250,PLUTO,6.000000,PLUTO;X=127;Y=127
20150202_028514_lor_0285146237_0x633_sci.fit,270.679095,-14.618929,PLUTO,6.000000,PLUTO;X=127;Y=127
20150202_028514_lor_0285146247_0x633_sci.fit,270.679604,-14.619040,PLUTO,6.000000,PLUTO;X=127;Y=127
20150202_028514_lor_0285146257_0x633_sci.fit,270.680085,-14.619387,PLUTO,6.000000,PLUTO;X=127;Y=127
20150202_028514_lor_0285146267_0x633_sci.fit,270.679679,-14.619343,PLUTO,6.000000,PLUTO;X=127;Y=127
20150204_028531_lor_0285316627_0x633_sci.fit,270.692957,-14.622074,PLUTO,6.000000,PLUTO;X=127;Y=127
20150204_028531_lor_0285316637_0x633_sci.fit,270.694410,-14.622389,PLUTO,6.000000,PLUTO;X=127;Y=127
20150204_028531_lor_0285316647_0x633_sci.fit,270.692715,-14.622044,PLUTO,6.000000,PLUTO;X=127;Y=127
20150204_028531_lor_0285316657_0x633_sci.fit,270.692645,-14.621909,PLUTO,6.000000,PLUTO;X=127;Y=127
20150204_028531_lor_0285316667_0x633_sci.fit,270.692798,-14.622464,PLUTO,6.000000,PLUTO;X=127;Y=127
20150206_028549_lor_0285490867_0x633_sci.fit,270.693017,-14.635890,PLUTO,6.000000,PLUTO;X=126;Y=127
20150206_028549_lor_0285490877_0x633_sci.fit,270.693509,-14.635598,PLUTO,6.000000,PLUTO;X=126;Y=127
20150206_028549_lor_0285490887_0x633_sci.fit,270.692937,-14.635646,PLUTO,6.000000,PLUTO;X=126;Y=127
20150206_028549_lor_0285490897_0x633_sci.fit,270.693075,-14.635521,PLUTO,6.000000,PLUTO;X=126;Y=127
20150206_028549_lor_0285490907_0x633_sci.fit,270.693675,-14.634755,PLUTO,6.000000,PLUTO;X=126;Y=127
20150208_028571_lor_0285717187_0x633_sci.fit,270.684130,-14.629168,PLUTO,6.000000,PLUTO;X=127;Y=127
20150208_028571_lor_0285717197_0x633_sci.fit,270.682427,-14.628577,PLUTO,6.000000,PLUTO;X=127;Y=127
20150208_028571_lor_0285717207_0x633_sci.fit,270.682255,-14.629335,PLUTO,6.000000,PLUTO;X=127;Y=127
20150208_028571_lor_0285717217_0x633_sci.fit,270.683203,-14.629193,PLUTO,6.000000,PLUTO;X=127;Y=127
20150208_028571_lor_0285717227_0x633_sci.fit,270.683595,-14.629385,PLUTO,6.000000,PLUTO;X=127;Y=127
20150210_028589_lor_0285897127_0x633_sci.fit,270.685510,-14.654937,PLUTO,6.000000,PLUTO;X=127;Y=127
20150210_028589_lor_0285897137_0x633_sci.fit,270.684986,-14.654689,PLUTO,6.000000,PLUTO;X=127;Y=127
20150210_028589_lor_0285897147_0x633_sci.fit,270.685017,-14.653795,PLUTO,6.000000,PLUTO;X=127;Y=127
20150210_028589_lor_0285897157_0x633_sci.fit,270.685363,-14.654203,PLUTO,6.000000,PLUTO;X=127;Y=127
20150210_028589_lor_0285897167_0x633_sci.fit,270.685404,-14.653982,PLUTO,6.000000,PLUTO;X=127;Y=127
20150212_028600_lor_0286007827_0x633_sci.fit,270.696443,-14.637761,PLUTO,6.000000,PLUTO;X=127;Y=127
20150212_028600_lor_0286007837_0x633_sci.fit,270.696838,-14.637449,PLUTO,6.000000,PLUTO;X=127;Y=127
20150212_028600_lor_0286007847_0x633_sci.fit,270.696558,-14.637642,PLUTO,6.000000,PLUTO;X=127;Y=127
20150212_028600_lor_0286007857_0x633_sci.fit,270.696403,-14.636978,PLUTO,6.000000,PLUTO;X=127;Y=127
20150212_028600_lor_0286007867_0x633_sci.fit,270.696165,-14.637052,PLUTO,6.000000,PLUTO;X=127;Y=127
20150215_028627_lor_0286270147_0x633_sci.fit,270.697438,-14.630035,PLUTO,6.000000,PLUTO;X=128;Y=127
20150215_028627_lor_0286270157_0x633_sci.fit,270.697561,-14.630032,PLUTO,6.000000,PLUTO;X=128;Y=127
20150215_028627_lor_0286270167_0x633_sci.fit,270.697965,-14.629203,PLUTO,6.000000,PLUTO;X=128;Y=127
20150215_028627_lor_0286270177_0x633_sci.fit,270.697518,-14.629184,PLUTO,6.000000,PLUTO;X=128;Y=127
20150215_028627_lor_0286270187_0x633_sci.fit,270.697092,-14.629116,PLUTO,6.000000,PLUTO;X=128;Y=127
20150216_028642_lor_0286422727_0x633_sci.fit,270.686652,-14.635882,PLUTO,6.000000,PLUTO;X=127;Y=127
20150216_028642_lor_0286422737_0x633_sci.fit,270.686120,-14.635685,PLUTO,6.000000,PLUTO;X=127;Y=127
20150216_028642_lor_0286422747_0x633_sci.fit,270.685513,-14.635837,PLUTO,6.000000,PLUTO;X=127;Y=127
20150216_028642_lor_0286422757_0x633_sci.fit,270.686204,-14.635442,PLUTO,6.000000,PLUTO;X=127;Y=127
20150216_028642_lor_0286422767_0x633_sci.fit,270.686778,-14.635935,PLUTO,6.000000,PLUTO;X=127;Y=127
20150218_028659_lor_0286596127_0x633_sci.fit,270.685117,-14.640465,PLUTO,6.000000,PLUTO;X=127;Y=127
20150218_028659_lor_0286596137_0x633_sci.fit,270.685635,-14.640202,PLUTO,6.000000,PLUTO;X=127;Y=127
20150218_028659_lor_0286596147_0x633_sci.fit,270.685586,-14.640717,PLUTO,6.000000,PLUTO;X=127;Y=127
20150218_028659_lor_0286596157_0x633_sci.fit,270.685039,-14.640807,PLUTO,6.000000,PLUTO;X=127;Y=127
20150218_028659_lor_0286596167_0x633_sci.fit,270.684589,-14.641365,PLUTO,6.000000,PLUTO;X=127;Y=127
20150220_028669_lor_0286697107_0x633_sci.fit,270.680788,-14.639428,PLUTO,6.000000,PLUTO;X=127;Y=127
20150220_028669_lor_0286697117_0x633_sci.fit,270.681772,-14.638960,PLUTO,6.000000,PLUTO;X=127;Y=127
20150220_028669_lor_0286697127_0x633_sci.fit,270.680636,-14.639571,PLUTO,6.000000,PLUTO;X=127;Y=127
20150220_028669_lor_0286697137_0x633_sci.fit,270.680248,-14.639367,PLUTO,6.000000,PLUTO;X=127;Y=127
20150220_028669_lor_0286697147_0x633_sci.fit,270.680734,-14.640108,PLUTO,6.000000,PLUTO;X=127;Y=127
20150222_028694_lor_0286941127_0x633_sci.fit,270.693287,-14.630820,PLUTO,6.000000,PLUTO;X=127;Y=127
20150222_028694_lor_0286941137_0x633_sci.fit,270.693219,-14.631237,PLUTO,6.000000,PLUTO;X=127;Y=127
20150222_028694_lor_0286941147_0x633_sci.fit,270.692448,-14.631333,PLUTO,6.000000,PLUTO;X=127;Y=127
20150222_028694_lor_0286941157_0x633_sci.fit,270.692255,-14.631590,PLUTO,6.000000,PLUTO;X=127;Y=127
20150222_028694_lor_0286941167_0x633_sci.fit,270.692608,-14.630551,PLUTO,6.000000,PLUTO;X=127;Y=127
20150223_028702_lor_0287027527_0x633_sci.fit,270.678867,-14.626380,PLUTO,0.000000,
20150223_028702_lor_0287027537_0x633_sci.fit,270.678649,-14.626500,PLUTO,0.000000,
20150223_028702_lor_0287027547_0x633_sci.fit,270.678789,-14.626623,PLUTO,0.000000,
20150223_028702_lor_0287027557_0x633_sci.fit,270.678373,-14.627249,PLUTO,0.000000,
20150223_028702_lor_0287027567_0x633_sci.fit,270.677734,-14.627485,PLUTO,0.000000,
20150226_028724_lor_0287242627_0x633_sci.fit,270.691061,-14.640353,PLUTO,0.000000,
20150226_028724_lor_0287242637_0x633_sci.fit,270.691743,-14.640094,PLUTO,0.000000,
20150226_028724_lor_0287242647_0x633_sci.fit,270.691090,-14.639770,PLUTO,0.000000,
20150226_028724_lor_0287242657_0x633_sci.fit,270.690990,-14.639060,PLUTO,0.000000,
20150226_028724_lor_0287242667_0x633_sci.fit,270.691722,-14.639665,PLUTO,0.000000,
20150227_028735_lor_0287351227_0x633_sci.fit,270.672441,-14.642477,PLUTO,0.000000,
20150227_028735_lor_0287351237_0x633_sci.fit,270.672290,-14.642565,PLUTO,0.000000,
20150227_028735_lor_0287351247_0x633_sci.fit,270.671821,-14.642374,PLUTO,0.000000,
20150227_028735_lor_0287351257_0x633_sci.fit,270.671452,-14.643161,PLUTO,0.000000,
20150227_028735_lor_0287351267_0x633_sci.fit,270.671985,-14.642907,PLUTO,0.000000,
20150301_028755_lor_0287558707_0x633_sci.fit,270.666436,-14.635889,PLUTO,0.000000,
20150301_028755_lor_0287558717_0x633_sci.fit,270.666374,-14.636223,PLUTO,0.000000,
20150301_028755_lor_0287558727_0x633_sci.fit,270.667184,-14.636458,PLUTO,0.000000,
20150301_028755_lor_0287558737_0x633_sci.fit,270.666689,-14.636744,PLUTO,0.000000,
20150301_028755_lor_0287558747_0x633_sci.fit,270.665975,-14.636501,PLUTO,0.000000,
20150303_028768_lor_0287689927_0x633_sci.fit,270.670932,-14.640769,PLUTO,0.000000,
20150303_028768_lor_0287689937_0x633_sci.fit,270.671221,-14.641301,PLUTO,0.000000,
20150303_028768_lor_0287689947_0x633_sci.fit,270.671175,-14.640899,PLUTO,0.000000,
20150303_028768_lor_0287689957_0x633_sci.fit,270.671388,-14.640075,PLUTO,0.000000,
20150303_028768_lor_0287689967_0x633_sci.fit,270.670756,-14.640214,PLUTO,0.000000,
20150304_028781_lor_0287815027_0x633_sci.fit,270.694737,-14.636913,PLUTO,0.000000,
20150304_028781_lor_0287815037_0x633_sci.fit,270.695645,-14.636567,PLUTO,0.000000,
20150304_028781_lor_0287815047_0x633_sci.fit,270.695322,-14.636733,PLUTO,0.000000,
20150304_028781_lor_0287815057_0x633_sci.fit,270.694995,-14.636984,PLUTO,0.000000,
20150304_028781_lor_0287815067_0x633_sci.fit,270.694891,-14.637021,PLUTO,0.000000,
20150405_029052_lor_0290526007_0x633_sci.fit,270.694034,-14.644129,PLUTO,6.000000,PLUTO;X=127;Y=126
20150405_029052_lor_0290526017_0x633_sci.fit,270.694181,-14.644103,PLUTO,6.000000,PLUTO;X=127;Y=126
20150405_029052_lor_0290526027_0x633_sci.fit,270.693377,-14.644307,PLUTO,6.000000,PLUTO;X=127;Y=126
20150405_029052_lor_0290526037_0x633_sci.fit,270.693286,-14.644303,PLUTO,6.000000,PLUTO;X=127;Y=126
20150405_029052_lor_0290526047_0x633_sci.fit,270.694220,-14.644359,PLUTO,6.000000,PLUTO;X=127;Y=126
20150407_029069_lor_0290691367_0x633_sci.fit,270.682344,-14.621714,PLUTO,6.000000,PLUTO;X=128;Y=127
20150407_029069_lor_0290691377_0x633_sci.fit,270.683816,-14.621948,PLUTO,6.000000,PLUTO;X=128;Y=127
20150407_029069_lor_0290691387_0x633_sci.fit,270.683526,-14.622014,PLUTO,6.000000,PLUTO;X=128;Y=127
20150407_029069_lor_0290691397_0x633_sci.fit,270.684149,-14.621834,PLUTO,6.000000,PLUTO;X=128;Y=127
20150407_029069_lor_0290691407_0x633_sci.fit,270.682864,-14.622276,PLUTO,6.000000,PLUTO;X=128;Y=127
20150408_029077_lor_0290778727_0x633_sci.fit,270.680764,-14.639707,PLUTO,6.000000,PLUTO;X=127;Y=128
20150408_029077_lor_0290778737_0x633_sci.fit,270.680106,-14.639829,PLUTO,6.000000,PLUTO;X=127;Y=128
20150408_029077_lor_0290778747_0x633_sci.fit,270.679618,-14.639777,PLUTO,6.000000,PLUTO;X=127;Y=128
20150408_029077_lor_0290778757_0x633_sci.fit,270.679753,-14.639867,PLUTO,6.000000,PLUTO;X=127;Y=128
20150408_029077_lor_0290778767_0x633_sci.fit,270.679585,-14.640990,PLUTO,6.000000,PLUTO;X=127;Y=128
20150410_029099_lor_0290994727_0x633_sci.fit,270.676184,-14.645296,PLUTO,6.000000,PLUTO;X=126;Y=126
20150410_029099_lor_0290994737_0x633_sci.fit,270.675423,-14.645407,PLUTO,6.000000,PLUTO;X=126;Y=126
20150410_029099_lor_0290994747_0x633_sci.fit,270.675536,-14.644543,PLUTO,6.000000,PLUTO;X=126;Y=126
20150410_029099_lor_0290994757_0x633_sci.fit,270.675871,-14.645037,PLUTO,6.000000,PLUTO;X=126;Y=126
20150410_029099_lor_0290994767_0x633_sci.fit,270.675962,-14.645505,PLUTO,6.000000,PLUTO;X=126;Y=126
20150412_029111_lor_0291115627_0x633_sci.fit,270.683070,-14.623261,PLUTO,6.000000,PLUTO;X=128;Y=127
20150412_029111_lor_0291115637_0x633_sci.fit,270.683228,-14.623157,PLUTO,6.000000,PLUTO;X=128;Y=127
20150412_029111_lor_0291115647_0x633_sci.fit,270.683565,-14.623418,PLUTO,6.000000,PLUTO;X=128;Y=127
20150412_029111_lor_0291115657_0x633_sci.fit,270.683544,-14.623306,PLUTO,6.000000,PLUTO;X=128;Y=127
20150412_029111_lor_0291115667_0x633_sci.fit,270.682968,-14.623436,PLUTO,6.000000,PLUTO;X=128;Y=127
20150415_029137_lor_0291376087_0x633_sci.fit,270.674759,-14.632625,PLUTO,6.000000,PLUTO;X=127;Y=128
20150415_029137_lor_0291376097_0x633_sci.fit,270.674510,-14.632882,PLUTO,6.000000,PLUTO;X=127;Y=128
20150415_029137_lor_0291376107_0x633_sci.fit,270.673919,-14.632968,PLUTO,6.000000,PLUTO;X=127;Y=128
20150415_029137_lor_0291376117_0x633_sci.fit,270.673331,-14.633790,PLUTO,6.000000,PLUTO;X=127;Y=128
20150415_029137_lor_0291376127_0x633_sci.fit,270.674756,-14.633616,PLUTO,6.000000,PLUTO;X=127;Y=128
20150417_029161_lor_0291611287_0x633_sci.fit,270.669041,-14.634680,PLUTO,6.000000,PLUTO;X=128;Y=128
20150417_029161_lor_0291611297_0x633_sci.fit,270.669065,-14.635350,PLUTO,6.000000,PLUTO;X=128;Y=128
20150417_029161_lor_0291611307_0x633_sci.fit,270.669331,-14.634864,PLUTO,6.000000,PLUTO;X=128;Y=128
20150417_029161_lor_0291611317_0x633_sci.fit,270.669985,-14.635338,PLUTO,6.000000,PLUTO;X=128;Y=128
20150417_029161_lor_0291611327_0x633_sci.fit,270.669558,-14.634460,PLUTO,6.000000,PLUTO;X=128;Y=128
20150419_029172_lor_0291723007_0x633_sci.fit,270.687001,-14.648491,PLUTO,6.000000,PLUTO;X=127;Y=128
20150419_029172_lor_0291723017_0x633_sci.fit,270.687806,-14.649668,PLUTO,6.000000,PLUTO;X=127;Y=128
20150419_029172_lor_0291723027_0x633_sci.fit,270.688443,-14.649644,PLUTO,6.000000,PLUTO;X=127;Y=128
20150419_029172_lor_0291723037_0x633_sci.fit,270.688523,-14.649078,PLUTO,6.000000,PLUTO;X=127;Y=128
20150419_029172_lor_0291723047_0x633_sci.fit,270.687274,-14.649348,PLUTO,6.000000,PLUTO;X=127;Y=128
20150421_029193_lor_0291930727_0x633_sci.fit,270.688228,-14.626174,PLUTO,6.000000,PLUTO;X=126;Y=127
20150421_029193_lor_0291930737_0x633_sci.fit,270.688587,-14.626197,PLUTO,6.000000,PLUTO;X=126;Y=127
20150421_029193_lor_0291930747_0x633_sci.fit,270.689178,-14.625962,PLUTO,6.000000,PLUTO;X=126;Y=127
20150421_029193_lor_0291930757_0x633_sci.fit,270.688234,-14.626350,PLUTO,6.000000,PLUTO;X=126;Y=127
20150421_029193_lor_0291930767_0x633_sci.fit,270.688669,-14.626053,PLUTO,6.000000,PLUTO;X=126;Y=127
20150422_029200_lor_0292000327_0x633_sci.fit,270.691679,-14.630670,PLUTO,6.000000,PLUTO;X=127;Y=126
20150422_029200_lor_0292000337_0x633_sci.fit,270.692321,-14.631372,PLUTO,6.000000,PLUTO;X=127;Y=126
20150422_029200_lor_0292000347_0x633_sci.fit,270.692603,-14.631155,PLUTO,6.000000,PLUTO;X=127;Y=126
20150422_029200_lor_0292000357_0x633_sci.fit,270.692907,-14.631454,PLUTO,6.000000,PLUTO;X=127;Y=126
20150422_029200_lor_0292000367_0x633_sci.fit,270.692983,-14.631737,PLUTO,6.000000,PLUTO;X=127;Y=126
20150425_029223_lor_0292235107_0x633_sci.fit,270.688246,-14.630488,PLUTO,6.000000,PLUTO;X=128;Y=127
20150425_029223_lor_0292235117_0x633_sci.fit,270.688663,-14.631508,PLUTO,6.000000,PLUTO;X=128;Y=127
20150425_029223_lor_0292235127_0x633_sci.fit,270.687921,-14.631020,PLUTO,6.000000,PLUTO;X=128;Y=127
20150425_029223_lor_0292235137_0x633_sci.fit,270.687546,-14.631965,PLUTO,6.000000,PLUTO;X=128;Y=127
20150425_029223_lor_0292235147_0x633_sci.fit,270.688121,-14.632376,PLUTO,6.000000,PLUTO;X=128;Y=127
20150427_029240_lor_0292407427_0x633_sci.fit,270.672439,-14.626150,PLUTO,6.000000,PLUTO;X=127;Y=128
20150427_029240_lor_0292407437_0x633_sci.fit,270.672302,-14.626493,PLUTO,6.000000,PLUTO;X=127;Y=128
20150427_029240_lor_0292407447_0x633_sci.fit,270.672101,-14.626150,PLUTO,6.000000,PLUTO;X=127;Y=128
20150427_029240_lor_0292407457_0x633_sci.fit,270.672010,-14.625727,PLUTO,6.000000,PLUTO;X=127;Y=128
20150427_029240_lor_0292407467_0x633_sci.fit,270.672335,-14.626358,PLUTO,6.000000,PLUTO;X=127;Y=128
20150428_029254_lor_0292547227_0x633_sci.fit,270.674960,-14.620794,PLUTO,6.000000,PLUTO;X=126;Y=127
20150428_029254_lor_0292547237_0x633_sci.fit,270.674376,-14.620276,PLUTO,6.000000,PLUTO;X=126;Y=127
20150428_029254_lor_0292547247_0x633_sci.fit,270.674114,-14.620979,PLUTO,6.000000,PLUTO;X=126;Y=127
20150428_029254_lor_0292547257_0x633_sci.fit,270.674514,-14.620781,PLUTO,6.000000,PLUTO;X=126;Y=127
20150428_029254_lor_0292547267_0x633_sci.fit,270.674241,-14.620810,PLUTO,6.000000,PLUTO;X=126;Y=127
20150501_029275_lor_0292752187_0x633_sci.fit,270.691956,-14.624343,PLUTO,6.000000,PLUTO;X=127;Y=126
20150501_029275_lor_0292752197_0x633_sci.fit,270.692178,-14.624552,PLUTO,6.000000,PLUTO;X=127;Y=126
20150501_029275_lor_0292752207_0x633_sci.fit,270.692424,-14.624186,PLUTO,6.000000,PLUTO;X=127;Y=126
20150501_029275_lor_0292752217_0x633_sci.fit,270.692653,-14.624253,PLUTO,6.000000,PLUTO;X=127;Y=126
20150501_029275_lor_0292752227_0x633_sci.fit,270.692578,-14.624267,PLUTO,6.000000,PLUTO;X=127;Y=126
20150502_029288_lor_0292881127_0x633_sci.fit,270.668211,-14.645393,PLUTO,6.000000,PLUTO;X=128;Y=127
20150502_029288_lor_0292881137_0x633_sci.fit,270.668449,-14.645869,PLUTO,6.000000,PLUTO;X=128;Y=127
20150502_029288_lor_0292881147_0x633_sci.fit,270.668037,-14.645994,PLUTO,6.000000,PLUTO;X=128;Y=127
20150502_029288_lor_0292881157_0x633_sci.fit,270.668001,-14.646198,PLUTO,6.000000,PLUTO;X=128;Y=127
20150502_029288_lor_0292881167_0x633_sci.fit,270.666838,-14.646239,PLUTO,6.000000,PLUTO;X=128;Y=127
20150505_029309_lor_0293096707_0x633_sci.fit,270.666624,-14.621939,PLUTO,6.000000,PLUTO;X=126;Y=128
20150505_029309_lor_0293096717_0x633_sci.fit,270.667747,-14.621244,PLUTO,6.000000,PLUTO;X=126;Y=128
20150505_029309_lor_0293096727_0x633_sci.fit,270.667559,-14.621664,PLUTO,6.000000,PLUTO;X=126;Y=128
20150505_029309_lor_0293096737_0x633_sci.fit,270.666969,-14.621839,PLUTO,6.000000,PLUTO;X=126;Y=128
20150505_029309_lor_0293096747_0x633_sci.fit,270.666948,-14.621678,PLUTO,6.000000,PLUTO;X=126;Y=128
20150506_029325_lor_0293251927_0x633_sci.fit,270.690811,-14.641906,PLUTO,6.000000,PLUTO;X=127;Y=126
20150506_029325_lor_0293251937_0x633_sci.fit,270.689722,-14.642637,PLUTO,6.000000,PLUTO;X=127;Y=126
20150506_029325_lor_0293251947_0x633_sci.fit,270.690533,-14.642814,PLUTO,6.000000,PLUTO;X=127;Y=126
20150506_029325_lor_0293251957_0x633_sci.fit,270.690651,-14.642400,PLUTO,6.000000,PLUTO;X=127;Y=126
20150506_029325_lor_0293251967_0x633_sci.fit,270.691326,-14.642363,PLUTO,6.000000,PLUTO;X=127;Y=126
20150509_029344_lor_0293448487_0x633_sci.fit,270.665837,-14.618170,PLUTO,6.000000,PLUTO;X=128;Y=128
20150509_029344_lor_0293448497_0x633_sci.fit,270.665578,-14.619714,PLUTO,6.000000,PLUTO;X=128;Y=128
20150509_029344_lor_0293448507_0x633_sci.fit,270.665449,-14.618586,PLUTO,6.000000,PLUTO;X=128;Y=128
20150509_029344_lor_0293448517_0x633_sci.fit,270.666537,-14.618841,PLUTO,6.000000,PLUTO;X=128;Y=128
20150509_029344_lor_0293448527_0x633_sci.fit,270.666301,-14.619205,PLUTO,6.000000,PLUTO;X=128;Y=128
20150511_029361_lor_0293610727_0x633_sci.fit,270.685190,-14.644263,PLUTO,6.000000,PLUTO;X=126;Y=127
20150511_029361_lor_0293610737_0x633_sci.fit,270.685241,-14.644367,PLUTO,6.000000,PLUTO;X=126;Y=127
20150511_029361_lor_0293610747_0x633_sci.fit,270.685486,-14.643998,PLUTO,6.000000,PLUTO;X=126;Y=127
20150511_029361_lor_0293610757_0x633_sci.fit,270.684892,-14.643572,PLUTO,6.000000,PLUTO;X=126;Y=127
20150511_029361_lor_0293610767_0x633_sci.fit,270.685108,-14.642840,PLUTO,6.000000,PLUTO;X=126;Y=127
20150511_029365_lor_0293653927_0x633_sci.fit,270.642348,-14.545937,PLUTO,6.000000,PLUTO;X=120;Y=207
20150511_029365_lor_0293653937_0x633_sci.fit,270.641833,-14.546075,PLUTO,6.000000,PLUTO;X=120;Y=207
20150511_029365_lor_0293653947_0x633_sci.fit,270.642207,-14.545855,PLUTO,6.000000,PLUTO;X=120;Y=207
20150511_029365_lor_0293653957_0x633_sci.fit,270.641055,-14.545994,PLUTO,6.000000,PLUTO;X=120;Y=207
20150511_029365_lor_0293653967_0x633_sci.fit,270.641577,-14.546257,PLUTO,6.000000,PLUTO;X=120;Y=207
20150511_029365_lor_0293653977_0x633_sci.fit,270.642031,-14.546449,PLUTO,6.000000,PLUTO;X=120;Y=207
20150511_029365_lor_0293654107_0x633_sci.fit,270.704944,-14.670616,PLUTO,6.000000,PLUTO;X=121;Y=84
20150511_029365_lor_0293654117_0x633_sci.fit,270.704189,-14.671874,PLUTO,6.000000,PLUTO;X=121;Y=84
20150511_029365_lor_0293654127_0x633_sci.fit,270.703840,-14.671403,PLUTO,6.000000,PLUTO;X=121;Y=84
20150511_029365_lor_0293654137_0x633_sci.fit,270.704270,-14.671655,PLUTO,6.000000,PLUTO;X=121;Y=84
20150511_029365_lor_0293654147_0x633_sci.fit,270.703999,-14.671614,PLUTO,6.000000,PLUTO;X=121;Y=84
20150511_029365_lor_0293654157_0x633_sci.fit,270.704184,-14.671143,PLUTO,6.000000,PLUTO;X=121;Y=84
20150511_029365_lor_0293654287_0x633_sci.fit,270.631772,-14.690533,PLUTO,6.000000,PLUTO;X=174;Y=84
20150511_029365_lor_0293654297_0x633_sci.fit,270.632475,-14.690578,PLUTO,6.000000,PLUTO;X=174;Y=84
20150511_029365_lor_0293654307_0x633_sci.fit,270.632572,-14.690539,PLUTO,6.000000,PLUTO;X=174;Y=84
20150511_029365_lor_0293654317_0x633_sci.fit,270.631231,-14.690463,PLUTO,6.000000,PLUTO;X=174;Y=84
20150511_029365_lor_0293654327_0x633_sci.fit,270.631196,-14.690441,PLUTO,6.000000,PLUTO;X=174;Y=84
20150511_029365_lor_0293654337_0x633_sci.fit,270.631680,-14.690914,PLUTO,6.000000,PLUTO;X=174;Y=84
20150511_029365_lor_0293654467_0x633_sci.fit,270.593610,-14.558308,PLUTO,6.000000,PLUTO;X=173;Y=208
20150511_029365_lor_0293654477_0x633_sci.fit,270.592952,-14.557518,PLUTO,6.000000,PLUTO;X=173;Y=208
20150511_029365_lor_0293654487_0x633_sci.fit,270.593663,-14.558120,PLUTO,6.000000,PLUTO;X=173;Y=208
20150511_029365_lor_0293654497_0x633_sci.fit,270.593167,-14.557983,PLUTO,6.000000,PLUTO;X=173;Y=208
20150511_029365_lor_0293654507_0x633_sci.fit,270.592340,-14.557903,PLUTO,6.000000,PLUTO;X=173;Y=208
20150511_029365_lor_0293654517_0x633_sci.fit,270.592242,-14.557493,PLUTO,6.000000,PLUTO;X=173;Y=208
20150511_029365_lor_0293655582_0x633_sci.fit,270.667281,-14.555658,PLUTO,6.000000,PLUTO;X=207;Y=134
20150511_029365_lor_0293655592_0x633_sci.fit,270.667910,-14.555308,PLUTO,6.000000,PLUTO;X=207;Y=134
20150511_029365_lor_0293655602_0x633_sci.fit,270.668170,-14.556277,PLUTO,6.000000,PLUTO;X=207;Y=134
20150511_029365_lor_0293655612_0x633_sci.fit,270.667339,-14.556500,PLUTO,6.000000,PLUTO;X=207;Y=134
20150511_029365_lor_0293655622_0x633_sci.fit,270.667890,-14.556071,PLUTO,6.000000,PLUTO;X=207;Y=134
20150511_029365_lor_0293655632_0x633_sci.fit,270.667501,-14.555389,PLUTO,6.000000,PLUTO;X=207;Y=134
20150511_029365_lor_0293655762_0x633_sci.fit,270.705010,-14.660471,PLUTO,6.000000,PLUTO;X=84;Y=133
20150511_029365_lor_0293655772_0x633_sci.fit,270.705868,-14.661540,PLUTO,6.000000,PLUTO;X=84;Y=133
20150511_029365_lor_0293655782_0x633_sci.fit,270.704592,-14.661874,PLUTO,6.000000,PLUTO;X=84;Y=133
20150511_029365_lor_0293655792_0x633_sci.fit,270.704510,-14.662241,PLUTO,6.000000,PLUTO;X=84;Y=133
20150511_029365_lor_0293655802_0x633_sci.fit,270.704682,-14.661617,PLUTO,6.000000,PLUTO;X=84;Y=133
20150511_029365_lor_0293655812_0x633_sci.fit,270.704387,-14.661730,PLUTO,6.000000,PLUTO;X=84;Y=133
